student_id,age,gender,admission_grade,previous_education,semester_1_gpa,semester_2_gpa,semester_3_gpa,current_gpa,failed_courses,average_grade,attendance_rate,absences_count,late_submissions,library_visits,online_portal_logins,participation_score,extracurricular_activities,scholarship_status,financial_aid,distance_from_campus,accommodation_type,actual_dropout,dropout_risk
STU000353,34.0,M,68.4413373153108,Private,12.421165593070189,13.329582110688623,9.397916308944783,10.186591192744068,0,15.170538791386754,91.87545567070917,5,7,14,138,7.86208879055499,4,Yes,Yes,35.0017188375195,Campus,0,Medium
STU000277,,F,85.35227670884098,Public,7.653926684827519,15.519507001860552,14.247811140619516,19.30832270699573,3,14.809624906462439,97.39826421685875,1,3,25,78,1.3968979484561395,1,No,Yes,35.171358343650866,Home,0,Medium
STU000196,18.0,M,66.7201184280066,International,14.95349169773278,15.86908282644992,12.71660485050997,8.473237043113915,0,13.704715752365626,90.18423718342751,22,0,17,93,7.384717225673994,1,Yes,Yes,53.49602038193464,Home,1,Medium
STU000030,19.0,F,92.34237099767202,Public,10.426536967291117,10.841875876539813,12.757738339012402,7.56645458454787,1,13.443088315453142,41.61006820917082,10,0,24,62,2.271059810788408,4,Yes,Yes,52.572594178270386,Campus,1,High
STU000305,22.0,M,94.3673133548869,International,14.917881582494289,10.349061473069934,12.170070985912998,13.330843874922355,2,15.637758470575832,53.065606048407815,8,0,24,95,4.996269899170748,4,No,No,57.01247210014627,Home,1,High
STU000486,21.0,Other,78.1306692062305,Private,18.44312357609181,14.298052602616483,7.189540465102968,16.104413624741923,1,18.997687625423012,94.83611110706119,5,4,2,44,3.2888570216084045,3,No,Yes,34.420004667238196,Rented,0,Medium
STU000049,18.0,F,82.5263622951752,International,8.587671286267957,17.852703962392198,16.566932830183,19.67158057310334,2,19.705339827521072,86.82201152101183,23,2,9,40,2.1298714969432764,3,Yes,Yes,14.869483505506087,Home,0,Medium
STU000490,34.0,M,94.4709760001745,Public,17.811717910557554,7.100039238163687,16.245708707484557,14.629206066880732,0,16.57389963322673,81.40587970323469,21,8,13,71,2.335165720744933,0,Yes,Yes,21.76533682502835,Home,0,Medium
STU000240,19.0,F,82.57890296712016,Public,13.633760594310873,18.13271156965148,19.483380651875073,13.98385279328284,0,14.764195301215398,44.50143952320654,4,5,28,149,9.318758070444492,4,Yes,Yes,11.173551817047105,Campus,1,Medium
STU000492,25.0,M,74.7859177371177,Private,19.670148433842403,10.971828402737147,12.944717123065058,17.90502479615614,0,19.983500504112605,50.51366061274467,15,1,8,151,4.07200895367335,3,,Yes,26.36598880148735,Home,0,Medium
STU000112,20.0,M,82.22270531607253,Private,19.31868633177753,15.298999515450852,9.594381887310277,16.235260306115556,1,11.384214061268343,74.83639743220743,18,2,21,134,5.909618413989961,2,No,Yes,24.602974635599203,Home,0,Medium
STU000259,31.0,M,65.80951462774725,Private,14.702003152663119,9.520636687965844,7.173377665755627,15.807780412078408,1,14.417290528325015,43.3075728967982,11,2,1,72,0.9525165033102656,1,No,No,23.309656992677905,Home,1,High
STU000253,32.0,M,74.76860511641858,International,15.44491536530476,9.00260134185373,13.668248369769373,8.187610636851952,1,17.9307674225849,84.16620304964266,4,2,8,71,1.7702299014761225,4,,Yes,37.16499599783415,Home,1,High
STU000282,31.0,F,68.52247795514685,Public,8.831387968640806,12.132575446265719,19.46235362838101,16.951595874826186,0,17.022893981960667,57.125170034529894,13,1,0,159,3.2210255327657835,4,No,No,36.86575844074458,Home,0,Medium
STU000309,30.0,F,87.78780363242396,Private,17.65167575369434,10.737078407948655,19.731317658282023,13.447932574438202,0,19.144608892055267,65.04126126869832,8,7,2,186,9.152110623043857,3,No,No,13.51197297758043,Campus,0,Medium
STU000318,33.0,F,68.70357573483224,International,13.950043953058591,11.37921368772449,11.841364911337488,13.54334600973537,1,15.367313396727015,43.83476718323888,24,4,2,65,0.6857988442262231,2,No,No,15.996369731379229,Campus,1,High
STU000340,32.0,F,93.10607301617367,Public,17.54283929970068,18.44004690252367,13.969766262139217,18.134988802241004,0,14.80123537064561,93.68209176427635,1,4,26,86,3.104854155985027,2,Yes,Yes,26.85206644545635,Home,0,Low
STU000295,32.0,F,85.921407200453,Private,18.747425746620777,7.556392750977263,11.641631594321073,15.54965498053078,0,10.102542211933642,98.81176352010087,20,4,15,106,6.496851694179961,4,Yes,No,54.73574104372064,Rented,0,Low
STU000425,32.0,M,79.98558433165539,Private,14.702168374367833,14.82693444039187,16.968815276804264,11.046481411904264,0,17.449359874510787,64.10899620246033,11,1,14,166,1.8685231176283412,4,No,No,15.414282025050134,Home,1,Medium
STU000049,18.0,F,82.5263622951752,International,8.587671286267957,17.852703962392198,16.566932830183,19.67158057310334,2,19.705339827521072,86.82201152101183,23,2,9,40,2.1298714969432764,3,Yes,Yes,14.869483505506087,Home,0,Medium
STU000157,29.0,Other,90.67604118626667,International,7.846865403343507,17.245154105520907,18.482374414494707,19.951754150924458,0,18.22244203747918,63.65527240814447,14,2,6,99,3.336592352412584,0,No,No,1.3213640496261059,Home,0,Low
STU000302,,F,72.13465498260719,Private,9.050831117963792,18.258160558944688,9.210110830424513,8.114820255991113,0,18.992441832006634,82.12957207159312,18,6,19,167,3.3237969712720137,0,,Yes,47.63994102239654,Home,1,Medium
STU000063,,M,62.527062383384624,Public,17.584635088223443,7.535068408586428,16.643214769009088,11.710685334002267,0,19.9365087947194,90.78456545446333,16,4,20,126,8.748296401725655,4,No,Yes,21.803391957249076,Home,0,Medium
STU000270,24.0,M,85.47980769734927,Private,10.743116176650673,10.031348224137648,16.002970935066696,13.108201185866148,0,14.485773225749547,87.24764546963624,6,7,7,197,0.7142987597856609,3,No,No,30.038651107541444,Rented,0,Medium
STU000430,27.0,M,79.8618592134061,Private,8.25613877278407,13.893017924172318,14.755845894822773,9.97737845051505,0,10.82760484492116,,11,3,19,129,4.257208291739978,1,No,Yes,19.86485639099018,Rented,0,
STU000373,21.0,F,84.40284070534048,International,12.340235528353187,19.131604864304762,11.902344942077988,16.484316486144856,0,12.587417888694246,99.00830150702868,11,5,23,197,7.8992050574449255,3,No,Yes,4.872756491930261,Rented,0,Low
STU000057,31.0,F,81.64632664205253,Private,8.55199842760262,7.344807066335524,14.722630553685486,7.637220958798314,0,15.619317274613262,56.54356676338132,11,4,26,16,8.148630338948287,4,No,Yes,15.098843347317937,Campus,1,High
STU000415,28.0,M,70.95138457410005,Private,8.359589459517787,10.81681226026824,16.25156415799588,11.576410427883445,0,11.824129753591198,87.53502043175911,17,9,8,126,5.305982536218194,0,Yes,Yes,3.912947675512173,Campus,0,Medium
STU000480,23.0,M,94.23133027843087,International,12.940265628974062,14.82520050156121,16.994276311678437,10.662726999411865,0,16.04760976302098,51.10183159945375,6,6,1,132,7.712787323750567,2,Yes,No,59.07139280846225,Rented,1,High
STU000351,26.0,F,90.71207314906827,International,14.070086051797514,7.448767531761827,13.431590769161923,13.205696971466704,1,10.457266566062323,47.35029908688336,1,4,0,11,7.513848009275459,2,No,No,11.395047115878803,Home,1,High
STU000020,,F,80.52553121738308,Public,17.695701010704845,17.092069706678487,17.946400986744216,12.934880541856149,2,13.76392593325823,67.91539282564611,24,5,2,59,8.267056614890688,0,Yes,Yes,59.786939899133,Rented,1,High
STU000326,,F,66.41334379911459,Private,11.689271360439108,10.511114733482682,12.853146018745761,11.483454620614879,2,11.64959886956847,83.27388100102343,3,7,14,181,3.6660321059928638,4,No,No,48.5879000269089,Campus,1,High
STU000429,27.0,F,93.89182298889952,International,13.746803858697337,17.701971116922582,13.64077201776906,,0,13.002315151064138,95.37478606184945,21,5,29,88,0.14399730224510465,3,Yes,No,41.454701182259136,Home,0,
STU000256,22.0,F,73.0296677975486,Private,14.614653951866668,7.288023205364601,9.887102651962302,19.980868068925716,0,13.088250649064932,94.53347088484549,7,7,9,55,7.157034148050808,0,Yes,Yes,39.23263626589228,Campus,0,Low
STU000163,,Other,78.98555876039694,Private,7.319522135731885,11.40091010632869,16.732857338904516,12.003149688380546,0,16.20327512971896,65.03474459027359,11,0,0,83,0.6098727173821905,1,Yes,Yes,30.886630498673647,Campus,0,Medium
STU000051,32.0,F,62.304023073281535,Public,8.076215302636172,16.73507034897331,12.528737102888254,14.02463994076788,0,16.273922627982262,48.36406951926366,7,1,4,18,0.22811466284066162,0,,No,30.5133232633139,Rented,0,Medium
STU000451,26.0,M,88.45676394401472,Private,19.351620102466928,15.583634728512706,12.48597886838275,,1,13.32830464863111,95.64288150988857,17,2,13,78,3.9138059174591175,3,Yes,Yes,30.857874086571762,Home,0,
STU000211,19.0,M,86.56315020167332,Public,14.59902743645365,16.434507734656428,18.866478422860066,18.254012068401064,0,14.404760587476147,82.61419881607307,14,8,27,57,1.3244789616880681,4,Yes,No,51.0955505640259,Campus,0,Low
STU000500,32.0,F,67.21295061212443,International,8.845272792310347,12.728655445626497,10.771999993574267,19.515634648312645,0,19.409210371410023,65.548685979283,24,7,18,123,0.8692516737216127,1,No,No,8.871199198739959,Campus,0,Low
STU000097,29.0,M,83.92293643598022,Public,16.2965131246859,13.710296617545733,15.254278302188073,16.025151325317015,0,19.599694042057724,87.15279028109077,21,8,7,96,7.130540242553359,4,No,No,14.580001758166519,Campus,0,Low
STU000301,19.0,F,90.77699686225773,Public,15.310562469839152,18.296458972168942,7.812912855715966,14.198039087279273,0,16.11196585847421,60.17116615534697,5,6,17,60,0.42535492065621794,4,No,No,21.144759074260126,Rented,0,Medium
STU000322,26.0,Other,83.90857837879943,Private,13.081079823435196,16.158807132809073,9.914141949474729,8.955480797768201,0,15.083672847566916,,11,4,4,38,8.73025086196938,0,No,Yes,50.87611832121296,Rented,0,
STU000129,29.0,M,66.54500359125564,Public,17.921626917364968,15.880641924207781,17.443193683982123,13.610717870644066,1,16.14408293720254,58.015436738867876,0,6,26,185,3.698672427285683,2,No,Yes,7.627469640227027,Rented,1,High
STU000069,34.0,M,79.41325257832617,International,14.468440950765705,13.890053301039977,7.301033057225971,12.15195792819599,0,17.601854121576437,51.57101707072036,20,3,2,150,7.578218836770092,3,,Yes,43.49112421744737,Home,1,Medium
STU000401,25.0,F,73.09209949866579,International,16.385258358360772,12.306036378849946,12.765609708518408,,2,13.22593792575739,84.03260879391732,20,9,22,196,2.9800447655072415,4,No,Yes,3.366775016313641,Home,0,
STU000067,31.0,F,77.68413135716895,Private,17.765265986493734,15.642202431731013,17.81102336928994,14.706493210116303,3,11.672050073036285,76.25177472406685,4,3,19,86,9.465128893354294,2,No,Yes,36.86932407386155,Campus,1,High
STU000328,21.0,F,63.033178730081694,Public,19.76648480920589,15.655867072009812,7.49610679274304,12.020375731675525,0,10.524104082442467,91.9631710111992,8,4,19,38,6.877932339359095,1,No,Yes,38.52858822510229,Campus,0,Medium
STU000072,,,84.04413580160656,Private,13.9747667284533,11.502961409238177,18.11183424542154,10.229702893097885,0,12.13763097734524,66.05595422284037,8,2,22,109,2.261424055969429,0,Yes,No,7.581860440952067,Campus,1,Medium
STU000061,24.0,M,75.97375249829184,Private,14.270338213364642,19.907471064518145,11.286655747378063,7.435580736497162,2,14.110920543712616,91.35950984640452,4,1,15,45,2.0072028166117706,3,No,No,1.596415883528779,Campus,1,High
STU000355,25.0,M,68.85463382814255,International,15.021832067315914,15.8492895539161,15.630827238532689,17.668453386713637,0,10.468813554163596,52.196646213285774,16,5,22,74,0.8669779392794552,3,Yes,Yes,57.4586462244989,Campus,0,Medium
STU000146,34.0,F,68.4085688327399,Private,13.573514490664065,16.371275640388603,13.769948190964996,14.031192739413623,1,17.151888144617715,51.22406567166661,8,8,22,122,3.5269548212584976,0,,No,53.75963553698886,Campus,1,High
STU000348,23.0,M,67.55726149154748,International,19.36504710289125,15.556353801734929,15.656944126194082,13.377721229199024,0,16.575540799865774,58.701356119512745,6,2,23,141,7.698203810901893,2,No,Yes,4.6397614427503475,Campus,0,Medium
STU000251,33.0,M,67.78506048137959,Private,14.473394877241802,15.118052288172434,16.7658554152471,17.081846679851196,0,10.662640712286368,97.31506669810699,21,7,16,168,3.7192225559343095,0,Yes,No,51.06813363604168,Home,0,Low
STU000357,21.0,F,63.33545321419988,Public,18.89804306188642,8.297115750761812,9.437308485152592,11.358252515943496,2,11.408140157073483,54.990111038975684,12,9,27,12,2.7203797886862056,4,Yes,Yes,15.091403678249284,Home,1,High
STU000062,26.0,,93.92777017126383,International,17.08000959159385,11.033863587030044,17.65944773329497,11.984625592834979,0,13.881629354697084,46.972823894449306,2,2,7,101,6.9171870499814405,0,Yes,No,11.50228967503258,Rented,1,Medium
STU000151,34.0,M,69.46755560771172,International,7.3348444504763926,15.949477403077044,13.52784373637867,17.607769155351342,0,10.137768761220244,47.332917469864725,10,4,27,101,6.2298539905993335,4,No,No,49.6164824843053,Campus,0,Medium
STU000024,21.0,F,71.0422109554057,Private,15.741511783173912,7.453765600468024,14.336236491607348,12.301561415440805,0,19.902643312293016,72.47025682520027,12,1,0,78,0.4592132197784504,3,No,Yes,30.687235440079142,Campus,0,Medium
STU000021,26.0,M,64.22531418384544,Public,17.700805962780148,10.740740799622754,14.119489739031625,16.190438299381263,0,15.442195671498672,120.0,2,4,0,97,4.238800043969507,0,,No,23.599304372806824,Campus,0,Low
STU000278,31.0,M,90.70671702795516,Public,7.506722393322313,16.144442939552984,10.885807859293067,15.690986977009503,2,11.09659843699106,50.29480263698139,16,8,27,137,4.371681704358884,1,Yes,No,47.93811670037737,Rented,1,High
STU000228,21.0,M,75.50208526084901,Public,19.11157153696545,7.071355180928592,8.472392204789369,12.221104846115693,0,11.103546083159527,52.18267800270303,6,0,2,144,0.754561354188511,0,Yes,No,14.435255482653888,Home,1,Medium
STU000060,19.0,M,66.28152917800877,International,11.745021386611626,12.317551772921274,7.772195545829699,15.76089598186887,3,18.805798135914255,88.40295818048077,1,6,15,16,4.468931668015976,1,Yes,No,25.51103568594816,Home,1,High
STU000119,20.0,F,60.69872864549441,Private,8.07180851729297,18.593733208908574,13.770444162451742,7.396581823407587,0,14.262092224386068,40.30908268567171,24,1,1,43,9.930161884821407,2,Yes,No,26.154425466613958,Rented,1,High
STU000154,26.0,M,65.93702336160018,Public,19.057612873443315,17.48824086263144,7.871156282354138,17.206599530926937,3,17.431139280642192,44.16729857886847,16,8,29,176,7.5052127549110415,4,Yes,Yes,9.194861274994517,Campus,1,High
STU000025,34.0,M,86.56952746776012,Public,14.42000039650704,7.536350784240217,11.248714937843626,13.739013374536768,1,14.093395166903857,,10,7,13,161,7.12706569935972,2,Yes,Yes,15.610709434150698,Campus,0,
STU000472,,F,60.21469452892897,Public,14.432466396406078,10.5982755554451,10.760922789212383,,0,15.126081598111664,79.92605222961704,22,6,19,182,6.401162439681726,4,No,No,29.811785323905674,Rented,0,
STU000069,34.0,M,79.41325257832617,International,14.468440950765705,13.890053301039977,7.301033057225971,12.15195792819599,0,17.601854121576437,51.57101707072036,20,3,2,150,7.578218836770092,3,Yes,Yes,43.49112421744737,Home,1,Medium
STU000372,29.0,M,62.82221954994656,International,19.936689758938847,8.01688523611965,10.933217279920022,17.62326173580118,0,14.94711087902734,45.49135636219232,15,2,4,172,6.695184431196504,4,Yes,No,4.8925486620380365,Home,0,Medium
STU000321,20.0,M,62.759788003433066,Public,15.773862524546464,11.728454188689314,10.82706097596703,16.81579216121859,0,19.208610459931982,88.65661507833639,11,7,11,168,3.6795646409248164,4,No,No,49.498958935077454,Campus,0,Low
STU000108,,M,80.3492258190686,International,9.370898486890143,16.773776280207787,19.888326819101074,17.795920404591143,0,18.534557257369038,98.93405444014067,20,3,18,67,0.5279914378574535,1,Yes,Yes,46.668970571590854,Rented,0,Low
STU000280,34.0,M,92.86280322184939,Public,9.263939544384757,18.547178033361625,15.927842889317546,8.816990673018253,0,18.95780165790632,90.92282575131662,16,6,1,195,8.203399774530384,2,Yes,No,45.00193373258739,Rented,0,Medium
STU000386,34.0,Other,64.93483199213352,Private,11.69812790213852,17.620375384210888,15.877489096098111,14.798571191016835,0,15.527390180439777,81.77449798484716,3,5,12,137,6.899824383199125,0,No,Yes,46.86113116807727,Campus,0,Low
STU000149,33.0,F,82.84276540132566,Private,8.795527932458015,13.290733648765546,15.064102857572,17.246732729091704,0,13.903750429170074,96.41146308720195,9,5,27,126,9.936809659309187,2,Yes,No,17.90588954069872,Rented,0,Low
STU000226,22.0,F,89.3959828914287,Public,10.03625598877479,11.404420742043268,15.72472393097638,8.762456640354788,0,17.97240211678762,78.50227726059998,6,9,19,26,1.9836719146627324,2,Yes,Yes,42.731055572431714,Campus,1,Medium
STU000203,24.0,F,80.1442145407681,Public,12.740009081012245,14.732301621381154,13.298064151407242,,0,19.11231195924418,49.350155809838384,18,3,17,175,2.3833765334900803,3,Yes,Yes,57.098126182278605,Rented,0,
STU000115,,F,87.1559697535555,Public,16.018699707860858,10.112970619176318,10.584120290018596,16.349744570216735,0,14.397082900280262,72.8297968124678,13,6,24,43,4.807678151987171,3,No,Yes,15.221203668807322,Rented,0,Low
STU000165,24.0,F,60.7299303543898,Public,11.723353685582257,8.561664974923193,19.561961350646246,14.6262619478645,0,17.972609957448036,41.37414705359232,20,4,22,124,2.9046474068433445,1,Yes,No,36.113046578580125,Rented,1,Medium
STU000286,22.0,M,85.05594032632521,Public,7.923954805250295,11.76641033061307,10.682447184104564,7.259419661387684,0,17.923310930355342,61.13553279688729,18,0,13,28,2.00995535990021,3,No,No,55.713170211309986,Rented,1,High
STU000090,18.0,F,91.00695468777917,International,16.58980450961267,13.328970263211033,11.414939299442468,14.8324049032113,0,14.280688767260404,76.65647366101459,20,4,21,142,6.946058516321482,0,Yes,No,22.76838674711761,Rented,0,Medium
STU000166,27.0,F,78.57912162985848,International,7.9624529836554245,9.44978785471088,18.515725709582675,14.36315780716265,0,16.225870350797123,85.58746854875487,16,9,16,191,9.871856985970078,0,No,Yes,44.33967999641848,Rented,0,Low
STU000408,29.0,F,77.71415136874757,International,7.52129412361415,19.186755739545468,14.359543357974598,25.5,0,19.573226188673495,93.54815813175365,16,0,26,191,5.52381119428646,1,Yes,Yes,23.20055189664512,Rented,0,Low
STU000232,28.0,F,94.12386637462699,Private,11.160991430940037,7.923548419014086,17.169968474685227,16.184383930703326,0,17.240151995902856,96.34078904133193,3,7,15,20,2.165538263052993,4,Yes,No,28.542428043447494,Home,0,Low
STU000380,20.0,F,93.65891997068957,Public,7.90912652417488,11.992398062026108,19.46062178200679,8.37083780934559,0,10.121564119984996,,11,5,28,140,5.7420404135533705,0,Yes,No,6.36798012426201,Home,0,
STU000368,28.0,M,69.51569427884802,Public,15.237906764513918,13.820611863507771,18.587922355168985,,0,15.036787999058083,58.145782090447376,15,6,7,29,3.1288675564000066,2,Yes,No,23.66885839560199,Rented,0,
STU000216,27.0,M,84.07678007101329,Private,13.665416276973797,12.540409708753513,8.605502341603717,18.627761396209408,0,15.470261973950722,63.37104355572883,14,0,22,41,4.889512311765226,0,Yes,No,41.37846038965393,Rented,0,Low
STU000363,23.0,M,75.63384661839139,International,17.45500701979473,15.849403499282982,18.302554084617377,7.523137800918792,0,13.806985105993114,91.47957832764307,22,0,28,164,8.93734316596608,3,Yes,No,1.764500581242876,Rented,1,Medium
STU000358,32.0,Other,93.19063327987931,Private,15.285452043247876,11.692299872205245,9.101310229242587,9.702540095315838,0,14.519902792315786,80.62918245393703,10,0,2,54,1.200589141907138,0,Yes,Yes,2.1545121544497725,Home,1,Medium
STU000101,27.0,F,69.71776404343983,Public,18.90535924311744,19.701302717775476,7.688186011847318,18.044096261584755,0,19.473167944587974,44.02146198319915,0,0,11,108,4.29569880958629,3,No,No,40.81483736510005,Campus,0,Medium
STU000407,22.0,F,76.59618873812217,Private,14.713042772769123,8.175332626583497,19.828731548849408,13.453604615675166,0,19.820293291127605,64.09453343106915,14,1,27,115,7.072586706184523,1,Yes,Yes,9.719113762296745,Campus,0,Medium
STU000039,30.0,M,62.45875505532393,Private,7.551067697172364,14.014059921994306,7.773976489619411,15.695589155535036,1,11.265258393799499,83.74635983688071,5,4,17,21,3.4055282952981623,3,No,Yes,24.627691309840124,Home,0,Medium
STU000485,18.0,F,76.53110535543443,International,18.760496502080535,13.295654229430811,11.873867399081677,16.778205763826758,0,17.319613521174137,72.63749736862604,17,7,1,195,8.407751662509403,3,,Yes,16.16638739740327,Home,0,Low
STU000447,29.0,Other,83.99193703718414,Private,13.115514342327515,19.612320644975107,7.470356952245015,15.24415755914543,0,14.505501188605813,92.06402752317909,10,6,19,175,3.2988552027528604,1,No,No,12.446978566338275,Home,0,Low
STU000376,25.0,M,92.14185240658287,Public,15.371743115347133,8.726507865621684,18.78891250683911,11.053914435402227,0,11.35205603251629,81.80884688381053,0,5,11,84,4.535689446902853,4,Yes,Yes,24.354349586848365,Home,0,Medium
STU000142,34.0,M,62.83703592431068,Private,19.80320410464181,14.04708691281418,19.910339898447134,14.549694039316012,0,13.452345922535383,51.051564868428535,12,7,10,17,0.26376134054940215,2,Yes,No,39.773657731826,Home,0,Medium
STU000431,28.0,M,86.11172667804392,Private,18.56963606223231,19.126499120586477,9.432994073440964,7.2202187588267135,0,17.67151409548765,,6,8,20,177,9.793858078478207,0,No,No,30.05370966355828,Campus,0,
STU000243,21.0,F,88.52347323619678,Public,8.957363535120848,13.672570237473407,17.307093609970003,7.867970814399192,0,16.365875340293226,41.78898178460731,0,2,18,41,7.634313050410643,2,Yes,Yes,29.099263915407548,Campus,1,High
STU000102,29.0,M,80.36340385639477,International,15.989494101629331,12.320072675337927,12.229959824860623,15.739772309079015,0,12.597718029069123,61.278323504233654,2,0,9,187,3.3193620101531796,4,No,Yes,36.0618234881692,Home,0,Medium
STU000077,30.0,F,65.28177612628518,Private,10.87283356996204,15.516909908667307,18.14046641379481,19.660803026547775,0,18.86115557350556,57.27775821082946,19,5,21,163,5.00620734192996,1,No,No,6.306755851333914,Campus,0,Low
STU000431,28.0,M,86.11172667804392,Private,18.56963606223231,19.126499120586477,9.432994073440964,7.2202187588267135,0,17.67151409548765,65.68210377407095,6,8,20,177,9.793858078478207,0,No,No,30.05370966355828,Campus,1,High
STU000013,,,81.83603603447193,Private,18.757655126241563,15.765139039483088,7.739754727357506,16.839653188889244,0,10.403189841196008,60.16853714747181,1,2,1,159,4.910856881758093,2,Yes,No,10.975493363019847,Rented,0,Medium
STU000329,26.0,F,70.54086159578661,Private,17.747299887867094,12.80931051371776,17.19727126647966,,0,12.058183567348125,88.42121276275239,11,9,7,53,9.244852030608623,2,Yes,No,0.9904201666095958,Campus,0,
STU000371,30.0,,87.83337340353691,Public,8.268319287432293,9.406712796834164,10.474989638514778,19.634888786394427,0,13.960398903091988,68.7688972192787,8,9,3,158,9.890988418081664,3,No,No,44.1206038721085,Campus,0,Low
STU000128,25.0,F,76.02252231523305,International,8.94190944657205,11.712834054241558,13.115497131224773,12.87210761118118,0,16.10420519141012,57.02163884261883,2,8,5,117,6.527814836845732,4,No,No,22.066830664908732,Rented,1,Medium
STU000183,22.0,Other,62.475993200161696,Public,9.22109049183766,7.898703222999758,9.127201671799584,19.295549417650616,0,18.43671069587908,78.87269892015745,14,8,26,100,4.418685499304841,4,No,Yes,38.583883290170064,Home,0,Low
STU000362,20.0,F,70.31767779428425,Public,15.245129892831173,13.721744813434741,19.113303343620153,14.398145295068595,0,16.337583675592008,93.01580089288774,20,1,18,169,8.183886638936448,1,No,No,10.7425820359831,Home,0,Low
STU000427,,M,80.10739754565654,Public,15.454249380066855,19.481222041934696,7.683411083775148,8.150185063534602,0,12.351258090046656,44.64010336689639,0,7,16,35,4.642707633123608,0,No,Yes,18.550730912019517,Campus,1,High
STU000464,,M,73.85970215289325,Private,10.412412760464324,17.016269070073953,10.050900036478714,18.766601905418625,0,13.967242588886762,93.82463362228802,4,8,2,25,7.783388725357343,4,,No,14.376294288047832,Home,0,Low
STU000394,25.0,M,83.1523183884889,Public,9.960773792071162,16.62575517565758,16.064424123357238,,0,11.408412683372418,54.184024736159266,16,2,3,143,4.681395582772971,2,Yes,Yes,15.274596841438989,Campus,0,
STU000124,19.0,,87.76131588645605,Public,16.23513802114165,11.396152373888006,19.981918091360576,11.76797356420936,0,16.757376589151537,70.42722202720354,7,0,26,90,0.28263838005796904,2,No,No,51.870831732069526,Campus,0,Medium
STU000283,34.0,M,62.40968167096596,Private,14.960703552350065,14.508246818734811,18.792104287563326,13.751763077998485,0,11.156026196857345,97.8298763970255,3,0,14,180,0.989059828242913,3,Yes,Yes,19.92703182475171,Campus,0,Low
STU000079,31.0,F,84.12812477855816,Public,10.14476822210438,8.529652984635373,13.622757578811822,14.841671695005441,0,15.061290470302136,81.34717008101069,11,6,23,162,4.635011371106916,2,No,Yes,6.635780113219171,Campus,0,Low
STU000188,21.0,M,74.2104073844987,International,8.804382291126005,8.950916771948863,19.98634961837584,25.5,2,19.442613155203908,46.272076630432096,20,0,14,133,0.4344568146359695,0,No,Yes,38.63452605559352,Home,0,Medium
STU000137,19.0,M,81.352374893651,International,14.507848055840359,19.173571019360608,15.414943272398718,18.084467865657906,0,18.233333765614493,60.69943296114718,5,8,10,35,0.4008961604075867,3,No,No,2.9392452995480234,Rented,0,Low
STU000382,33.0,M,91.03200275118786,Private,15.502421186160612,17.095017069186103,9.496145249835315,9.09578521694794,0,13.851647938954663,91.69886666679271,24,6,29,53,2.465166580022631,4,Yes,No,35.49942199787925,Rented,0,Medium
STU000104,24.0,F,89.67420259001429,Private,13.044883329035684,13.558222391933484,12.242814023264055,15.631634198683033,0,15.161980725208284,64.6951755821802,8,2,11,16,9.726619728525435,4,No,Yes,56.73791181284999,Rented,0,Medium
STU000290,31.0,F,78.14574488052594,International,19.236280446709888,10.642369969826698,17.232286037926052,14.067504627435218,0,16.819370516824904,55.86032055718246,10,4,29,104,5.869827200341601,3,Yes,No,38.79559863237651,Home,0,Medium
STU000337,34.0,F,81.28390257172971,Public,14.000842454011593,17.79363052841947,7.886297103539093,10.583480796692639,0,13.089087598803737,,6,7,14,110,5.366315214316868,2,No,Yes,0.8503580433105795,Home,0,
STU000125,20.0,M,83.29052631820554,Public,15.2074146458254,16.277639553351364,9.278294436378545,15.392393376120328,2,13.816859717654028,84.99349884650493,2,5,25,146,4.903288078099993,2,No,No,52.398186087786186,Campus,1,Medium
STU000056,30.0,M,78.54881913011431,Public,13.540579371369686,8.08120988018673,9.890565880471755,12.835174300668957,0,16.789016453126372,94.39395498008831,10,3,12,125,1.5936525527485168,3,Yes,No,4.608818329647583,Campus,0,Medium
STU000378,25.0,F,65.27484130502647,International,15.683887760691478,17.83627266677567,17.881551376720694,13.119779304363139,0,17.994185501524193,83.24737600255028,5,6,29,55,2.016865204949987,0,Yes,No,29.89634973893914,Home,0,Medium
STU000469,29.0,F,72.70489997348824,Private,16.396874360608138,9.92909475940479,16.160164122303428,17.744868460859443,0,11.646814904569526,41.69315419599233,22,1,16,193,6.521712371841462,1,Yes,No,36.75618460524403,Home,0,Medium
STU000210,30.0,F,78.34905552360033,Private,13.127194102905113,12.267013861612426,13.42640143240069,11.741811859897837,0,17.278543420115682,55.48383445775043,18,3,8,54,3.0241423953584445,3,Yes,No,30.713802722988422,Campus,1,Medium
STU000083,18.0,M,64.27230645991361,International,14.862275037127988,16.667379126452033,14.418033228814165,13.242611325565107,0,15.800366005145174,79.03084638150291,6,0,17,87,3.068273996979861,2,No,No,7.3743882824030305,Campus,0,Medium
STU000138,34.0,M,89.71218972701664,Public,18.268140076286205,7.8627204740248136,18.238172247076093,17.72623665116179,0,11.376023666057462,62.97906413186999,7,6,25,80,6.635169409351901,3,Yes,No,59.616257853906184,Home,0,Low
STU000214,24.0,M,76.45975835550317,Public,12.528182105492014,18.57060087007359,8.400234919329302,18.99190255943143,0,18.373988552377497,75.33147007053168,23,5,20,38,9.731265549114404,3,No,Yes,6.290719135329046,Home,0,Low
